Kod, Miasto
19413,Wola Tulnicka
19420,Wólka Siemieńska
19436,Żminne
19442,Jabłeczna
19459,Jabłeczna
19465,Monastyr
19471,Ostrów
19488,Krzywowólka
19554,Krzywowólka-Kolonia
19560,Liszna
19583,Mościce Dolne
19608,Nowosiółki
19637,Parośla
19643,Pniski
19650,Sajówka
19689,Sławatycze
19710,Kuzawka
19726,Sławatycze-Kolonia
19755,Terebiski
19761,Zańków
19778,Stynówszczyzna
19784,Zaręka
19790,Aleksandrów
19809,Czeputka
19815,Dębów
19844,Lipinki
19880,Motwica
19910,Pogorzelec
19940,Przechód
19985,Kruszyna
19991,Romanów
20008,Rozwadówka
20037,Lisica
20043,Rozwadówka-Folwark
20050,Sapiehów
20066,Sosnówka
20126,Wygnanka
20161,Żeszczynka
20190,Pieńki
20209,Żuława
20215,Czeberaki
20238,Dubicze
20250,Zalesie
20267,Kazimierzów
20296,Kiełbaski
20310,Kobylany
20356,Koszelówka
20400,Nowa Kornica
20422,Nowe Szpaki
20439,Popławy
20445,Rudka
20451,Stara Kornica
20474,Kornica-Kolonia
20480,Stare Szpaki
20497,Szpaki-Kolonia
20505,Walim
20511,Walimek
20534,Wólka Nosowska
20586,Wygnanki
20600,Wyrzyki
20623,Bohukały
20646,Dobratycze-Kolonia
20652,Kobylany
20669,Kołpin
20675,Ogrodniki
20681,Koroszczyn
20706,Koroszczyn
20712,Krzyczew
20758,Kukuryki
20764,Kuzawka
20770,Lebiedziew
20793,Lechuty Duże
20801,Lechuty Małe
20818,Łęgi
20824,Łobaczew Duży
20830,Łobaczew Mały
20847,Małaszewicze
20853,Małaszewicze Duże
20860,Małaszewicze Małe
20876,Michalków
20899,Murawiec
20907,Neple
20936,Podolanka
20942,Polatycze
20959,Samowicze
20988,Starzynka
20994,Zastawek
21002,Żuki
21019,Bokinka Królewska
21054,Bokinka Pańska
21077,Choroszczynka
21090,Dąbrowica Duża
21120,Kalichowszczyzna
21137,Leniuszki
21143,Matiaszówka
21166,Mazanówka
21172,Międzyleś
21203,Ogrodniki
21249,Rozbitówka
21255,Tuczna
21315,Wiski
21350,Władysławów
21367,Wólka Zabłocka
21373,Wólka Zabłocka-Kolonia
21380,Żuki
21396,Domaszewnica
21404,Gąsiory
21410,Kępki
21433,Klębów
21440,Kolonia Domaszewnica
21456,Kolonia Domaszewska
21479,Paskudy
21485,Rozwadów
21491,Sętki
21500,Skrzyszew
21516,Sobole
21539,Stanisławów
21545,Stok
21568,Ulan Duży
21574,Ulan-Majorat
21580,Ulan Mały
21597,Wierzchowiny
21611,Zakrzew
21634,Zarzec Ulański
21657,Żyłki
21663,Curyn
21686,Dołholiska
21692,Dubica Dolna
21723,Dubica Górna
21730,Horodyszcze
21769,Łyniew
21781,Marylin
21806,Sewerynówka
21812,Polubicze Dworskie
21864,Polubicze Wiejskie
21918,Ratajewicze
21924,Rowiny
22013,Wisznice
22020,Wisznice-Kolonia
22088,Małgorzacin
22094,Zacisze
22102,Wygoda
22119,Bezwola
22177,Bojanówka
22220,Branica Suchowolska
22243,Branica-Kolonia
22250,Kuraszew
22272,Lisiowólka
22303,Ossowa
22332,Ostrówki
22444,Planta
22450,Gradowiec
22467,Suchowola
22496,Suchowola
22504,Świerże
22527,Wohyń
22639,Wólka Zdunkówka
22668,Zbulitów Mały
22680,Berezówka
22711,Dereczanka
22734,Dobryń Duży
22770,Dobryń-Kolonia
22786,Dobryń Mały
22792,Horbów
22800,Horbów-Kolonia
22823,Kijowiec
22852,Kijowiec
22869,Kijowiec-Kolonia
22906,Kłoda Duża
22929,Kłoda Mała
22935,Koczukówka
22941,Lachówka Duża
22958,Lachówka Mała
22964,Malowa Góra
22993,Mokrany Nowe
23018,Nowosiółki
23024,Mokrany Stare
23047,Wólka Dobryńska
23053,Zalesie
23076,Białowieża
23113,Budy
23120,Czerlonka
23136,Zwierzyniec
23142,Grudki
23159,Podcerkwy
23165,Przewłoka
23171,Podolany
23202,Pogorzelce
23219,Teremiski
23225,Zastawa
23231,Krzyże
23248,Augustowo
23254,Na Brańskiej
23260,Bańki
23277,Bolesty
23283,Brześcianka
23290,Chraboły
23308,Deniski
23314,Dobromil
23320,Dobromil
23337,Dubiażyn
23343,Podbiele
23350,Grabowiec
23366,Grabowiec
23372,Haćki
23389,Hołody
23395,Hryniewicze Duże
23410,Hryniewicze Małe
23426,Husaki
23432,Jacewicze
23449,Knorozy
23455,Bielanowszczyzna
23461,Knorydy
23509,Gaj
23515,Kotły
23521,Biała
23538,Orlanka
23544,Kozły
23550,Kożyno
23580,Kożyno
23596,Lewki
23604,Łoknica
23610,Łubin Kościelny
23627,Łubin Rudołty
23633,Malinowo
23640,Miękisze
23656,Mokre
23662,Nałogi
23679,Ogrodniki
23685,Użyki
23691,Orzechowicze
23700,Parcewo
23716,Pasynki
23722,Pietrzykowo-Gołąbki
23739,Pietrzykowo-Wyszki
23745,Piliki
23751,Pilipki
23768,Ploski
23774,Koszarka
23780,Plutycze
23797,Proniewicze
23805,Rajki
23811,Rajsk
23828,Rajsk
23834,Rzepniewo
23840,Saki
23857,Sierakowizna
23863,Skrzypki Duże
23870,Skrzypki Małe
23886,Sobótka
23892,Stołowacz
23900,Stryki
23917,Stupniki
23923,Szastały
23930,Treszczotki
23946,Truski
23952,Widowo
23969,Widowo
23975,Woronie
23981,Zawady
23998,Zubowo
24006,Sobotczyzna
24012,Stupniki
24029,Andryjanki
24035,Boćki
24087,Kolonia Boćki
24093,Bodaczki
24101,Bodaczki
24118,Bodaki
24124,Bystre
24147,Dubno
24153,Dziecinne
24160,Hawryłki
24176,Jakubowskie
24182,Krasna Wieś
24199,Mołoczki
24207,Nurzec
24213,Olszewo
24220,Pasieka
24236,Piotrowo-Krzywokoły
24242,Piotrowo-Trojany
24259,Sasiny
24265,Siedlece
24271,Siekluki
24288,Sielc
24302,Młynisk
24319,Skalimowo
24325,Solniki
24331,Starowieś
24348,Szeszyły
24354,Szumki
24360,Śnieżki
24377,Torule
24383,Wandalin
24390,Chranibory Drugie
24408,Chranibory Pierwsze
24414,Wandalinek
24420,Wylan
24437,Wiercień
24443,Wojtki
24450,Wygonowo
24466,Żołoćki
24472,Bronka
24489,Jarmarkowszczyzna
24495,Brzeźnica
24503,Burchaty
24510,Chojewo
24526,Chojewo-Kolonia
24532,Dębowo
24549,Domanowo
24578,Ferma
24584,Glinnik
24590,Holonki
24609,Chrościanka
24615,Solniki
24621,Kadłubówka
24638,Kalnica
24644,Kiersnowo
24650,Kiersnówek
24667,Majorowizna
24673,Otapy
24680,Kiewłaki
24696,Klichy
24704,Konotopa
24710,Koszewo
24727,Lubieszcze
24733,Markowo
24740,Pasieka
24756,Puchały Nowe
24762,Nowosady
24779,Oleksin
24785,Oleksin
24800,Olendy
24816,Olędzkie
24822,Olszewek
24839,Olszewo
24845,Pace
24851,Patoki
24868,Patoki
24874,Pietraszki
24880,Płonowo
24897,Poletyły
24905,Popławy
24911,Pruszanka-Baranki
24928,Spieszyn
24934,Pruszanka Stara
24940,Kalnowiec
24957,Puchały Stare
24963,Szmurły
24970,Ściony
24986,Świrydy
24992,Widźgowo
25000,Załuskie Koronne
25017,Załuskie Kościelne
25023,Zanie
25030,Babino
25046,Barszczewo
25052,Czaplino
25069,Kolonia Czaplino
25075,Dzikie
25081,Dzikie-Kolonia
25098,Gajowniki
25106,Gajowniki-Kolonia
25112,Izbiszcze
25129,Jeroniki
25135,Klepacze
25141,Turczyn
25158,Konowały
25164,Kościuki
25170,Krupniki
25187,Kruszewo
25193,Łyski
25201,Mińce
25218,Ogrodniki
25224,Oliszki
25230,Pańki
25247,Porosły
25253,Rogowo
25260,Rogowo-Kolonia
25276,Rogowo-Majątek
25282,Rogówek
25299,Ruszczany
25307,Sienkiewicze
25313,Śliwno
25320,Zaczerlany
25336,Zaczerlany-Kolonia
25342,Złotoria
25359,Żółtki
25365,Brzozówka Koronna
25371,Podbrzozówka
25388,Brzozówka Ziemiańska
25394,Brzozówka Strzelecka
25402,Chmielnik
25419,Jesienicha
25425,Niemczyn
25431,Ośrodek
25448,Wilcza Jama
25454,Czarna Wieś Kościelna
25460,Rudnia
25477,Jezierzysk
25483,Osierodek
25490,Karczmisko
25508,Klimki
25514,Dworzysk
25520,Kosmaty Borek
25537,Lacka Buda
25543,Łazarz
25550,Przewalanka
25566,Łapczyn
25572,Machnacz
25589,Niemczyn
25595,Ogóły
25603,Burczak
25610,Oleszkowo
25626,Ponure
25649,Horodnianka
25655,Rogoziński Most
25661,Straż
25678,Ruda Rzeczka
25684,Krzyżyk
25690,Złotoria
25709,Wólka Ratowiecka
25715,Podratowiec
25721,Ratowiec
25738,Zamczysk
25744,Podzamczysk
25750,Zdroje
25767,Złota Wieś
25773,Berezyszcze
25780,Borki
25796,Bobrówka
25804,Turowszczyzna
25810,Czeremcha
25827,Czeremcha-Wieś
25833,Pożniki
25840,Jancewicze
25856,Kuzawa
25862,Opaka Duża
25879,Gajki
25885,Pohulanka
25891,Połowce
25900,Piszczatka
25916,Stawiszcze
25922,Chlewiszcze
25939,Wólka Terechowska
25945,Zubacze
25951,Czyże
25968,Hukowicze
25974,Kamień
25980,Bujakowszczyzna
25997,Klejniki
26070,Kojły
26181,Kuraszewo
26258,Lady
26264,Leniewo
26270,Leszczyny
26287,Łuszcze
26293,Maksymowszczyzna
26301,Morze
26318,Osówka
26324,Podrzeczany
26330,Rakowicze
26347,Sapowo
26360,Szostakowo
26376,Wólka
26382,Podwieżanka
26399,Wieżanka
26407,Zbucz
26413,Hrabniak
26420,Bagny
26436,Bity Kamień
26442,Brzozowo
26459,Brzozowo-Kolonia
26465,Grabowo
26471,Grodziszczany
26488,Grzebienie
26494,Hamulka
26502,Harasimowicze
26519,Jaczno
26525,Jałówka
26531,Kirejewszczyzna
26548,Kropiwno
26554,Krugło
26560,Kuderewszczyzna
26577,Brzozowy Borek
26583,Lewki
26590,Łozowo
26608,Małowista
26614,Miedzianowo
26620,Mościcha
26637,Nierośno
26643,Kamienna Nowa
26650,Nowa Kamienna
26666,Nowa Wieś
26672,Nowinka
26689,Olsza
26726,Osmołowszczyzna
26732,Ostrowie
26749,Pięciowłóki
26755,Podbagny
26761,Reszkowce
26778,Różanystok
26784,Sadek
26809,Sadowo
26815,Sławno
26821,Kaszuba
26838,Pogorzałe
26844,Prohalino
26850,Kamienna Stara
26873,Zujkowszczyzna
26880,Stock
26896,Suchodolina
26904,Szuszalewo
26910,Trzyrzeczki
26927,Wesołowo
26933,Wiązówka
26940,Wroczyńszczyzna
26956,Zwierzyniec Mały
26962,Czarnorzeczka
26979,Zwierzyniec Wielki
26985,Bohdan
27016,Borsukówka
27022,Kobuzie
27039,Chraboły
27051,Gaj
27068,Kopisk
27074,Ponikła
27080,Szaciły
27097,Dobrzyniewo Duże
27105,Dobrzyniewo Fabryczne
27111,Dobrzyniewo Kościelne
27134,Fasty
27140,Gniła
27157,Jaworówka
27163,Kopisk
27170,Zdroik
27186,Kozińce
27192,Krynice
27200,Kulikówka
27217,Tartak
27223,Leńce
27230,Letniki
27246,Nowe Aleksandrowo
27252,Nowosiółki
27269,Obrubniki
27275,Ogrodniki
27281,Podleńce
27298,Pogorzałki
27358,Ponikła
27364,Rybaki
27370,Szaciły
27387,Zalesie
27393,Zawady
27401,Arbasy
27418,Arbasy Małe
27424,Bryki
27430,Bujaki
27447,Bużyski
27453,Chechłowo
27460,Chrołowice
27476,Chutkowice
27482,Klepacze
27499,Kłyzówka
27507,Koczery
27513,Lisowo
27520,Lisowo-Janówek
27536,Łopusze
27542,Miłkowice-Janki
27559,Miłkowice-Maćki
27565,Miłkowice-Paszki
27571,Miłkowice-Stawki
27588,Skierwiny
27594,Minczewo
27602,Milewo
27619,Narojki
27625,Nowe Narojki
27631,Obniże
27660,Ostrożany
27677,Ostrożany-Kolonia
27683,Putkowice Nadolne
27690,Wierzchuca Nadbużna
27708,Putkowice Nagórne
27714,Rotki
27720,Runice
27737,Sady
27743,Siekierki
27750,Sieniewice
27766,Smarklice
27772,Smorczewo
27789,Sytki
27795,Śledzianów
27803,Przesieka
27810,Tonkiele
27826,Wierzchuca Nagórna
27832,Wólka Zamkowa
27849,Zajęczniki
27855,Czechy Orlańskie
27861,Czechy Orlańskie
27878,Długi Bród
27884,Jakubowo
27890,Piaski
27909,Zabagonie
27915,Dubicze Cerkiewne
27921,Tofiłowce
27938,Górny Gród
27944,Klakowo
27950,Grabowiec
27967,Istok
27973,Jagodniki
27980,Siemiwołoki
27996,Jelonka
28010,Koryciski
28027,Rutka
28033,Stary Kornin
28040,Starzyna
28056,Bobinka
28062,Jodłówka
28079,Werstok
28085,Wiluki
28100,Krągłe
28116,Witowo
28122,Kraskowszczyzna
28139,Pasieczniki Małe
28145,Wojnówka
28168,Wygon
28174,Nikiforowszczyzna
28180,Brzeziny-Janowięta
28197,Brzeziny-Niedźwiadki
28205,Dołubowo
28228,Chrościanka
28234,Dziadkowice
28240,Hornowo
28257,Hornowszczyzna
28263,Jasienówka
28270,Mała Jasienówka
28286,Kąty
28292,Korzeniówka
28300,Lipiny
28317,Malewice
28323,Malinowo
28330,Osmola
28346,Smolugi
28352,Wojeniec
28369,Zaminowo
28375,Zaporośl
28381,Zaręby
28398,Żuniewo
28406,Żurobice
28412,Żurobice
28429,Żurobice-Bagno
28435,Aleksandrowo
28441,Biszewo
28458,Bogusze-Litewka
28464,Czaje
28470,Czarna Cerkiewna
28487,Czarna Średnia
28493,Zarzecze
28501,Dobrogoszcz
28518,Targowisk
28524,Czarna Wielka
28530,Dołubowo-Wyręby
28547,Drochlin
28553,Grodzisk
28560,Jaszczołty
28576,Kamianki
28582,Koryciny
28599,Kosianka Leśna
28607,Kosianka-Trojanówka
28613,Kosianka-Boruty
28620,Kozłowo
28636,Krakówki-Zdzichy
28642,Krakówki-Dąbki
28659,Krakówki-Włodki
28665,Krynki-Białokunki
28671,Krynki Borowe
28688,Krynki-Jarki
28694,Krynki-Miklasy
28702,Krynki-Sobole
28719,Lubowicze
28725,Makarki
28731,Małyszczyn
28748,Mierzynówka
28754,Morze
28760,Niewiarowo-Przybki
28777,Niewiarowo-Sochy
28783,Porzeziny-Mendle
28790,Porzeziny-Giętki
28808,Rybałty
28814,Siemiony
28820,Stadniki
28837,Kosianka Stara
28843,Bogusze Stare
28850,Stare Sypnie
28866,Sypnie Nowe
28872,Żale
28889,Żery Bystre
28895,Żery-Czubiki
28903,Żery-Pilaki
28910,Bielewicze
28926,Bobrowniki
28932,Borki
28949,Kondycja
28955,Stryjenszczyzna
28961,Chomontowce
28978,Downiewo
28984,Królowy Most
28990,Dzierniakowo
29009,Gobiaty
29015,Gródek
29021,Grzybowce
29038,Jaryłówka
29044,Józefowo
29050,Kołodno
29067,Kozi Las
29073,Kuberka
29080,Pałatki
29096,Królowe Stojło
29127,Józefowo
29133,Radunin
29140,Turowo
29156,Wyżary
29162,Łużany
29179,Mieleszki
29185,Mieleszki-Kolonia
29191,Mostowlany
29200,Narejki
29216,Nowosiółki
29222,Pieszczaniki
29239,Piłatowszczyzna
29245,Bagno
29251,Podozierany
29268,Podzałuki
29274,Przechody
29280,Radunin
29297,Ruda
29305,Glejsk
29311,Skroblaki
29328,Słuczanka
29334,Sofipol
29340,Straszewo
29357,Świsłoczany
29363,Waliły
29370,Waliły-Dwór
29386,Waliły-Stacja
29392,Wiejki
29400,Wierobie
29417,Załuki
29423,Zarzeczany
29430,Zasady
29446,Zielona
29452,Zubki
29469,Skroblaki
29475,Zubry
29481,Bielszczyzna
29498,Borek
29506,Borysówka
29512,Olchowa Kładka
29529,Chytra
29535,Progale
29541,Czyżyki
29653,Dubicze Osoczne
29660,Dubiny
29682,Kotówka
29699,Lipiny
29707,Mochnate
29720,Nowoberezowo
29765,Nowokornino
29831,Hrudówka
29848,Nowosady
29854,Dubińska Ferma
29860,Przechody
29877,Smolany Sadek
29883,Sorocza Nóżka
29890,Zwodzieckie
29908,Orzeszkowo
29995,Łozice
30001,Pasieczniki Duże
30099,Mikołajowy Las
30107,Pasieczniki-Stebki
30113,Postołowo
30136,Sawiny Gród
30142,Skryplewo
30159,Puciska
30165,Rzepiska
30171,Stare Berezowo
30188,Topiło
30231,Trywieża
30254,Wasilkowo
30260,Golakowa Szyja
30277,Wygoda
30283,Białousy
30290,Budno
30308,Podbudno
30314,Cieśnisk Wielki
30320,Cieśnisk Mały
30337,Franckowa Buda
30343,Gabrylewszczyzna
30350,Janów
30372,Jasionowa Dolina
30389,Kizielany
30395,Kizielewszczyzna
30403,Kizielewszczyzna
30410,Krasne
30426,Kumiałka
30432,Giełozicha
30449,Kuplisk
30455,Kamienica
30461,Łubianka
30478,Marchelówka
30484,Nowokolno
30490,Nowowola
30509,Nowy Janów
30515,Ostrynka
30538,Podłubianka
30544,Brzozowe Błoto
30550,Kwasówka
30567,Przystawka
30573,Rudawka
30596,Sitawka
30604,Sitkowo
30610,Skidlewo
30627,Soroczy Mostek
30633,Sosnowe Bagno
30640,Cimoszka
30656,Studzieńczyna
30662,Szczuki
30679,Teolin
30685,Trofimówka
30691,Trzcianka
30700,Kładziewo
30716,Podtrzcianka
30722,Wasilówka
30739,Zielony Gaj
30745,Brzozówka Folwarczna
30751,Czarnystok
30768,Dobrzyniówka
30774,Górnystok
30780,Jasionóweczka
30797,Jasionówka
30834,Kalinówka Królewska
30840,Kamionka
30857,Kąty
30863,Koziniec
30870,Krasne Folwarczne
30886,Krasne Małe
30892,Kujbiedy
30900,Łękobudy
30917,Milewskie
30923,Słomianka
30930,Krasne Stare
30946,Krzywa
30952,Bagno
30969,Bobrówka
30975,Brzozowa
30981,Brzozowa-Kolonia
30998,Dzięciołowo
31006,Gurbicze
31012,Jadeszki
31035,Jaświłki
31041,Jaświły
31058,Mikicin
31064,Mikicin-Kolonia
31070,Mociesze
31087,Moniuszki
31093,Dolistowo Nowe
31101,Radzie
31118,Romejki
31124,Rutkowskie Duże
31130,Rutkowskie Małe
31147,Dolistowo Stare
31153,Dolistowo-Kolonia
31160,Starowola
31176,Szaciły
31182,Szpakowo
31199,Zabiele
31207,Baranki
31213,Biele
31220,Bogdanki
31236,Brończany
31242,Czerewki
31259,Dorożki
31265,Hermanówka
31271,Hołówki Duże
31288,Hołówki Małe
31294,Horodniany
31302,Hryniewicze
31319,Ignatki
31325,Janowicze
31331,Janowicze-Kolonia
31348,Juchnowiec Dolny
31354,Juchnowiec Kościelny
31360,Lewickie-Stacja
31377,Kleosin
31383,Klewinowo
31390,Kolonia Koplany
31408,Koplany
31414,Kożany
31420,Księżyno
31437,Ignatki-Osiedle
31443,Księżyno-Kolonia
31450,Lewickie
31466,Lewickie-Kolonia
31472,Niewodnica Nargilewska
31489,Niewodnica Nargilewska-Kolonia
31495,Ogrodniczki
31503,Olmonty
31510,Pańki
31526,Rostołty
31532,Rumejki
31549,Simuny
31555,Solniczki
31561,Stanisławowo
31578,Szerenosy
31584,Tryczówka
31590,Wojszki
31609,Wólka
31615,Zajączki
31621,Zaleskie
31638,Złotniki
31644,Biała Straż
31650,Dąbrowa
31667,Dasze
31673,Dobrowoda
31680,Gruzka
31727,Kleszczele
31740,Kuraszewo
31756,Piotrowszczyzna
31762,Pogreby
31779,Policzna
31785,Repczyce
31791,Saki
31897,Suchowolce
31905,Toporki
31911,Zaleszany
31928,Rowy
31934,Sad
31940,Żuki
31957,Kośna
31963,Chobotki
31970,Czechowizna
31986,Lewonie
31992,Grądy
32000,Cisówka
32017,Stoczek
32023,Guzy
32030,Jaskra
32046,Kalinówka Kościelna
32052,Kalinówka Kościelna
32069,Knyszyn-Zamek
32081,Nowiny Kasjerskie
32098,Nowiny-Zdroje
32106,Ogrodniki
32112,Poniklica
32129,Jeleń
32135,Mierestki
32141,Wodziłówka
32158,Wojtówce
32164,Zofiówka
32170,Aulakowszczyzna
32187,Białystoczek
32193,Wysiółki
32201,Bombla
32218,Brody
32224,Długi Ług
32230,Dzięciołówka
32247,Gorszczyzna
32253,Korycin
32260,Krukowszczyzna
32276,Kumiała
32282,Laskowszczyzna
32299,Łomy
32307,Zastocze
32313,Łosiniec
32320,Mielniki
32336,Borek
32342,Nowinka
32359,Olszynka
32365,Ostra Góra
32371,Popiołówka
32388,Przesławka
32394,Rudka
32402,Mielewszczyzna
32419,Rykaczewo
32425,Skindzierz
32431,Stok
32448,Czarlona
32454,Szaciłówka
32460,Szumowo
32477,Wojtachy
32483,Wyłudki
32490,Wyłudy
32508,Wysokie
32514,Zabrodzie
32520,Romaszkówka
32537,Zagórze
32543,Zakale
32550,Białogorce
32566,Chłodne Włóki
32572,Seroczyńszczyzna
32589,Ciumicze
32595,Górka
32603,Górany
32610,Podlipki
32626,Studzianka
32632,Jurowlany
32649,Kruszyniany
32655,Krynki
32661,Aleksandrówka
32678,Rachowik
32684,Kundzicze
32690,Nietupskie
32709,Trejgle
32715,Leszczany
32721,Łapicze
32738,Łosiniany
32744,Nietupa
32750,Słobódka
32767,Nietupa-Kolonia
32773,Nowa Grzybowszczyzna
32780,Nowa Świdziałówka
32796,Borsukowizna
32804,Kłyszawka
32810,Ostrów Południowy
32827,Ozierany Małe
32833,Jamasze
32840,Ozierany Wielkie
32856,Ozierskie
32862,Plebanowo
32879,Rudaki
32885,Sanniki
32891,Stara Grzybowszczyzna
32900,Szaciły
32916,Podszaciły
32922,Bajki-Zalesie
32939,Białobrzeskie
32945,Dębina
32951,Długołęka
32980,Góra
32997,Kruszyn
33005,Krypno Wielkie
33011,Krypno Kościelne
33028,Kulesze-Chobotki
33034,Morusy
33040,Peńskie
33057,Rekle
33063,Ruda
33070,Zastocze
33086,Zygmunty
33092,Achrymowce
33100,Białobłockie
33117,Bilminy
33123,Palestyna
33130,Chreptowce
33146,Chreptowce
33152,Gładowszczyzna
33169,Cimanie
33175,Czepiele
33181,Kryski
33198,Tołoczki Małe
33206,Czuprynowo
33212,Ułeczki
33229,Długosielce
33235,Klimówka
33241,Kowale
33258,Kowale-Kolonia
33264,Kruglany
33270,Łosośna Mała
33287,Kuścińce
33293,Kuźnica
33301,Litwinki
33324,Pawłowicze
33330,Łosośna Wielka
33347,Łowczyki
33353,Mieleszkowce Pawłowickie
33360,Mieleszkowce Zalesiańskie
33376,Milenkowce
33382,Sterpejki
33399,Zajzdra
33407,Nowodziel
33413,Szalciny
33420,Parczowce
33436,Tołoczki Wielkie
33442,Popławce
33459,Saczkowce
33465,Starowlany
33471,Szymaki
33488,Tołcze
33494,Wojnowce
33502,Auls
33519,Wołkusze
33525,Wołyńce
33531,Dubnica Kurpiowska
33548,Wyzgi
33554,Kuścin
33560,Bokiny
33608,Daniłowo Duże
33620,Daniłowo Małe
33643,Gąsówka-Oleksin
33650,Gąsówka-Osse
33689,Gąsówka-Skwarki
33703,Gąsówka-Somachy
33710,Łapy-Dębowina
33761,Łapy-Kołpaki
33778,Łapy-Korczaki
33784,Łapy-Łynki
33809,Łapy-Pluśniaki
33815,Łapy-Szołajdy
33850,Łupianka Nowa
33873,Płonka Kościelna
33910,Płonka-Kozły
33940,Płonka-Matyski
33956,Płonka-Strumianka
33962,Roszki-Włodki
33979,Roszki-Wodźki
34016,Gąsówka Stara
34039,Łupianka Stara
34080,Uhowo Pierwsze
34097,Uhowo Drugie
34105,Wólka Waniewska
34111,Bachury
34128,Bagniuki
34134,Barszczewo
34140,Julianka
34157,Bieńdziuga
34170,Koleśne
34186,Marynka
34192,Supruny
34217,Bondary
34223,Budy
34230,Cisówka
34246,Ciwoniuki
34252,Dublany
34275,Gonczary
34281,Hieronimowo
34298,Hoźna
34306,Krukowszczyzna
34312,Jałówka
34329,Juszkowy Gród
34335,Kazimierowo
34341,Kamienny Bród
34358,Kituryki
34364,Kobylanka
34370,Rochental
34387,Kondratki
34393,Kopce
34401,Krynica
34418,Kuchmy-Pietruki
34424,Gorbacze
34430,Kalitnik
34447,Kuchmy-Kuce
34453,Nowe Kuchmy
34460,Stare Kuchmy
34476,Leonowicze
34482,Lewsze
34499,Majdan
34507,Michałowo
34513,Michałowo-Kolonia
34520,Mostowlany-Kolonia
34542,Mościska
34559,Nowa Łuplanka
34565,Nowa Wola
34571,Nowosady
34588,Odnoga-Kuźmy
34594,Krugły Lasek
34602,Maciejkowa Góra
34619,Pólko
34625,Sacharki
34631,Oziabły
34648,Kuryły
34654,Pieńki
34660,Pieńki-Kolonia
34677,Planty
34683,Potoka
34690,Romanowo
34714,Rybaki
34720,Sokole
34737,Kokotowo
34743,Stara Łuplanka
34750,Suszcza
34766,Szymki
34772,Tanica Dolna
34789,Tanica Górna
34795,Tokarowszczyzna
34803,Topolany
34810,Kokotowo
34826,Wierch-Topolany
34832,Tylwica
34849,Tylwica-Majątek
34855,Zajma
34861,Zaleszany
34878,Brzezina
34884,Żednia
34890,Stanek
34909,Świnobród
34915,Adamowo-Zastawa
34921,Adamowo
34938,Maćkowicze
34944,Kudelicze
34950,Olchowicze
34967,Stankowicze
34973,Mętna
34980,Mielnik
35010,Grabowiec
35027,Poręby
35033,Moszczona Królewska
35040,Końskie Góry
35056,Prowały
35062,Niemirów
35079,Osłowo
35085,Pawłowicze
35091,Homoty
35100,Oksiutycze
35116,Radziwiłłówka
35139,Dębniak
35145,Żołędne
35151,Sutno
35168,Tokary
35174,Koterka
35180,Wajków
35197,Wilanowo
35205,Biełki
35211,Borowiki
35228,Choroszczewo
35234,Choroszczewo
35240,Gołubowszczyzna
35257,Grabarka
35263,Klimkowicze
35270,Kościukowicze
35286,Chańki
35292,Lewosze
35300,Lubiejki
35317,Miedwieżyki
35323,Mikulicze
35330,Milejczyce
35346,Jałtuszczyki
35352,Nowosiółki
35369,Pokaniewo
35375,Pokaniewo-Kolonia
35381,Rogacze
35398,Sobiatyno
35406,Osinki
35412,Wałki
35429,Boguszewo
35441,Ciesze
35458,Czekołdy
35464,Dudki
35470,Dzieżki
35487,Dziękonie
35493,Hornostaje
35501,Hornostaje-Osada
35518,Jaski
35524,Koleśniki
35530,Kołodzież
35547,Konopczyn
35553,Kosiorki
35560,Kropiwnica
35576,Krzeczkowo
35582,Kuczyn
35599,Kulesze
35607,Kiślak
35613,Lewonie
35620,Łupichy
35636,Magnusze
35642,Masie
35659,Mejły
35665,Moniuszeczki
35671,Oliszki
35688,Ołdaki
35694,Potoczyzna
35702,Przytulanka
35719,Pyzy
35725,Rusaki
35731,Rybaki
35748,Sikory
35754,Sobieski
35760,Świerzbienie
35777,Ginie
35783,Waśki
35790,Wojszki
35808,Zalesie
35814,Zblutowo
35820,Znoski
35837,Zyburty
35843,Żodzie
35850,Ancuty
35872,Białki
35910,Chrabostówka
35926,Cimochy
35932,Doratynka
35955,Skaryszewo
35961,Gorędy
35978,Bruszkowszczyzna
35984,Gorodczyno
35990,Gorodzisko
36009,Gradoczno
36015,Hajdukowszczyzna
36021,Istok
36038,Iwanki
36044,Rohozy
36050,Janowo
36067,Kaczały
36073,Kotłówka
36080,Zabłocie
36096,Koweła
36104,Nowiny
36110,Usnarszczyzna
36127,Koźliki
36133,Krzywiec
36162,Kutowa
36179,Lachy
36185,Łopuchówka
36191,Łosinka
36268,Makówka
36274,Narew
36311,Odrynki
36328,Ogrodniki
36446,Cisy
36498,Przybudki
36512,Podborowisko
36529,Puchły
36535,Radźki
36541,Rybaki
36558,Gramotne
36564,Saki
36570,Soce
36618,Trześcianka
36624,Stawek
36630,Tyniewicze Małe
36647,Tyniewicze Duże
36682,Waniewo
36699,Paszkowszczyzna
36707,Waśki
